11500015|6.3
99990212|9.8
11500309|11.7
99990003|9.8
99990088|10.7
11402488|9.3
99990025|12.6
11504363|6.1
11502938|9.6
11503899|11.0
11502853|6.6
99990113|5.8
99990129|13.8
11400706|3.4
99990126|11.9
11400305|9.9
11502612|8.2
11502935|11.3
11500571|11.8
99990070|15.7
11500612|12.6
11505393|11.8
11101300|7.2
99990208|9.1
11505572|19.3
11501678|7.0
11501061|9.0
11404150|9.4
11500067|12.0
11500180|10.4
11502592|0.0
11505196|8.6
11505679|12.3
99990151|9.7
11502775|15.3
11500685|8.9
11501512|14.1
11503442|11.9
99990045|10.1
11402624|20.0
11406174|14.1
11502148|1.7
11502964|20.0
11501994|7.9
11504240|11.7
11400612|13.9
11400392|7.7
11504466|6.6
11500838|9.5
11501927|11.8
11500375|7.9
11502821|16.4
11500921|5.5
11502140|13.0
11500731|12.6
11407165|11.1
99990131|15.5
11501229|6.4
11504477|16.0
11505451|9.6
11504381|10.6
11504561|10.8
99990016|0.6
11502980|10.2
99990019|9.5
99990029|8.6
11502610|4.5
11502297|18.1
11500627|12.0
99990063|13.2
11401442|13.0
11502653|9.2
11501075|9.6
11500042|7.7
11504006|14.7
11500308|12.8
11500165|9.9
11501477|8.3
11504780|20.0
11503432|13.5
11502921|12.3
11500515|9.1
11501065|11.4
11500023|10.5
99990102|6.1
11503263|8.2
99990085|16.7
99990106|6.8
11501259|8.2
11500660|4.6
11405115|11.0
11407287|13.9
99990027|15.2
11505851|10.3
11502733|9.5
99990153|10.4
11503532|10.1
11503444|11.2
11502283|5.7
11505783|16.2
11504015|11.3
11501730|3.5
11403051|18.0
11500334|9.4
11501082|8.2
11500155|6.1
11400547|13.3
11502161|14.8
11503438|10.9
11100285|8.2
99990018|11.7
11301628|8.6
11504080|18.5
11505494|10.0
11501580|7.7
11504528|20.0
11403324|9.5
11500852|6.8
99990195|12.3
11501668|15.6
11504180|8.5
11404093|14.6
99990054|12.6
99990021|8.6
11301809|11.4
99990008|12.9
11500367|7.1
99990043|7.4
99990199|16.2
11504082|15.1
99990061|14.8
11502751|5.3
11500322|12.1
11505170|4.5
11400721|5.4
99990046|3.4
99990165|11.1
11502123|18.6
11402947|16.9
11503836|7.9
11501201|17.0
99990013|4.9
11501143|11.8
99990191|8.2
11302231|3.9
99990193|10.8
11500521|13.9
11501276|6.1
99990223|12.4
99990180|9.7
11501084|6.3
99990076|7.1
11500965|7.8
11404491|10.9
99990225|14.3
11501653|15.6
11405224|10.4
11500906|10.7
11502313|11.6
99990173|11.4
11501921|15.0
11500115|4.0
11402978|16.3
99990083|11.9
11500632|18.4
11401469|4.9
11502223|8.3
99990017|10.4
11401105|10.8
11502343|4.8
11403526|13.5
11505949|8.1
11502216|17.4
11409431|6.6
11500615|13.4
11504200|4.4
99990163|7.0
11503691|17.3
11504704|11.2
99990203|4.3
99990095|13.7
11500862|14.1
11502687|9.8
99990091|10.1
99990133|5.2
11501982|9.1
11503185|5.6
99990039|16.6
11500708|5.8
11503371|10.7
11500799|13.8
11500274|16.9
11500317|10.8
11502465|17.1
99990096|0.0
99990052|11.6
11500979|15.1
99990111|3.7
11503748|12.0
10908568|7.5
11501064|9.4
11502868|6.0
11505263|8.1
99990179|11.5
11505526|8.1
11502438|6.6
99990119|16.0
11504952|10.0
11501261|14.8
11200272|14.3
11408979|14.7
11500957|11.3
11500167|10.4
99990058|19.3
11400929|13.6
11309365|8.7
11500557|14.6
11404615|8.4
99990005|11.8
99990084|9.0
11506260|8.3
99990185|12.4
99990125|11.0
11505914|13.8
11502285|13.7
11501918|13.5
11502579|10.1
11500479|13.0
11503321|9.9
11501699|11.0
99990040|10.1
11504354|11.0
99990182|6.3
11500683|9.5
11500208|12.1
99990202|14.3
11500306|2.1
11501671|16.7
11502550|12.8
11409351|11.7
11400082|11.6
11503999|3.6
11501394|14.8
11500379|16.5
11504621|13.4
11500511|11.0
11500848|7.0
11504564|7.8
11504986|13.5
11501892|8.7
11200141|7.0
11501397|13.3
99990196|13.6
99990093|19.6
99990220|9.3
99990082|10.8
99990064|8.3
11501696|11.5
99990141|8.2
99990037|13.0
11501831|10.3
11503016|4.5
11501674|14.5
11502939|0.8
99990139|12.3
11503473|8.6
11500105|15.1
11500363|10.3
11403095|14.7
11500902|9.0
99990103|5.5
11401154|13.7
11501041|10.1
11502304|6.8
11500328|12.1
11502338|7.1
11401842|11.8
11400965|9.6
11505510|16.8
11501496|8.0
11500830|5.2
11504177|13.4
11504445|5.8
11500368|17.8
11502815|12.0
11500277|8.6
11503394|6.2
11502089|8.1
99990186|9.5
11500670|13.6
11503623|17.7
11504036|10.6
11504804|6.1
11503578|14.5
11504988|15.0
99990072|12.6
99990226|7.1
99990006|14.0
11504555|7.1
11505970|5.9
11503714|10.7
11401602|8.9
99990197|11.5
11500389|11.9
11503075|4.4
11405535|6.1
11501177|16.5
11503388|14.3
99990033|8.1
11504454|16.9
11501624|8.0
11203361|14.5
11502386|14.2
11409632|9.0
11500525|11.9
11401568|15.0
11500722|13.2
11502365|8.6
11504863|3.8
11500678|8.8
11500711|2.7
11500974|5.3
11501305|8.8
99990065|19.6
11503722|13.8
99990219|7.5
11501412|8.2
11406197|11.7
11502166|11.3
11500080|10.4
99990224|6.4
11505995|6.3
11503702|12.7
99990011|12.2
11402190|14.8
99990178|13.5
11500249|4.9
11502910|10.2
11305477|16.2
11500812|16.4
11401297|11.4
11502546|7.0
11505649|12.5
11503081|15.6
11500480|6.9
99990059|11.5
99990047|12.3
11500753|11.5
11501408|6.4
11505347|10.1
99990002|4.5
11209049|13.2
11506004|17.2
11501293|12.3
11207041|13.2
11403413|6.9
99990074|11.9
99990217|14.9
11500673|6.0
11501697|6.3
99990188|8.0
11501599|10.1
11503918|15.7
11501566|8.0
11503434|14.7
99990036|9.5
11400130|2.0
11500578|14.9
11502641|9.7
99990187|9.3
99990101|8.5
11502403|6.5
11500717|11.2
11407097|18.1
11504469|12.1
11401072|10.6
11501527|10.2
99990148|7.9
11501806|11.0
11503027|11.1
11400332|11.2
11500570|8.1
11501190|19.0
11500800|17.9
11502570|12.9
99990042|8.7
11500343|5.8
11501714|6.6
11500295|8.2
11500150|5.8
11409436|6.5
99990214|6.7
11505918|13.2
11503001|9.5
11503223|12.2
11400623|19.4
11403060|0.0
99990122|7.3
11501199|7.9
11500139|8.3
11500345|13.4
11505629|16.1
11505462|10.0
11501173|8.7
11404815|4.4
11504014|4.1
11206260|5.9
99990120|8.5
11501428|13.3
99990132|9.3
11500429|5.4
11500230|7.4
11500291|13.0
11505217|12.6
11504154|14.2
11500818|8.6
11503360|4.8
11500727|9.7
99990215|13.0
11502341|15.0
99990216|11.9
11404997|2.7
11500369|13.2
11503311|7.5
99990048|12.9
11501475|9.2
99990086|7.8
11500451|7.5
11503453|11.6
11401101|11.6
11503042|5.7
11402687|14.5
11501338|17.4
11502833|13.6
99990138|8.9
11501420|14.3
11501650|6.4
11500299|11.9
11500758|10.4
11500113|10.1
99990164|17.6
11500197|8.0
11505563|8.1
11502339|12.1
11405291|6.2
11404458|12.5
11501640|4.8
11500882|11.2
11109058|13.1
99990026|14.4
99990201|11.0
11505962|5.1
99990022|15.1
99990144|10.9
11503696|11.9
99990159|11.7
11400596|13.6
11501745|11.0
11501354|8.2
11503101|8.6
11500151|14.9
11503504|4.9
11501600|8.7
11501683|15.8
11504201|12.4
11501829|9.6
11500012|11.7
11209907|6.5
99990147|15.8
11503633|11.0
11500845|11.5
11304869|15.2
11500859|14.0
11502608|13.1
11500536|14.6
11502109|13.0
11500568|13.7
11500560|5.0
11500280|8.4
11503749|6.1
11503801|15.8
99990221|9.2
11505219|7.6
11401630|9.3
11503317|14.0
11504264|16.8
11500472|4.2
11404202|14.5
11500401|14.2
11500933|15.7
11501057|8.6
11500604|10.2
11501723|9.7
11500112|11.2
11500276|8.2
11500347|8.3
11500143|6.0
11501053|13.2
11503792|5.6
11501557|5.3
99990044|4.4
11500663|13.2
11503457|6.4
11400814|20.0
11500546|16.8
11500791|13.5
11501383|14.0
99990211|1.8
99990109|14.9
11500613|18.7
11504398|6.6
11500292|13.3
99990100|14.3
99990152|9.3
11503930|8.9
99990190|17.4
11502477|6.8
11504139|17.2
11505581|14.3
11500361|11.6
11505378|13.9
11503366|13.0
11500561|13.8
11503299|10.7
11502830|14.9
11500771|9.5
11405213|9.3
11500455|10.4
11504582|12.6
11500963|12.7
11503385|12.8
11502273|10.0
11302308|13.3
11502119|8.3
11502607|18.1
11405207|5.0
11502583|12.2
11505432|4.0
11504214|15.7
11500592|14.0
99990041|10.4
11404043|4.3
11505344|8.2
11505567|11.4
99990073|16.7
11504380|3.5
99990192|11.8
11504955|15.7
11504401|12.8
11403921|9.2
11501252|13.4
11301830|10.1
11500787|20.0
99990089|15.6
11407955|13.8
11400900|16.0
99990067|7.4
99990001|6.7
11502105|4.9
11503333|10.4
11500934|11.0
11501220|7.6
11501502|10.9
11500770|15.0
11401444|10.9
11504745|11.3
99990162|12.5
11501989|15.8
99990174|16.3
11500194|16.0
11403205|18.0
11505522|6.8
99990014|12.0
11304668|9.2
11308254|13.1
11409203|8.5
99990175|12.9
11500293|5.6
11302402|14.9
99990010|14.0
11405171|9.7
99990024|6.3
11502232|11.8
11502966|13.7
99990176|9.7
99990135|8.4
11500301|16.3
11501783|12.8
11504360|13.1
11502852|10.8
99990177|10.6
11410168|13.7
99990161|14.8
99990189|14.6
11501643|7.8
11405380|8.6
11501311|7.8
99990056|10.4
11500003|13.7
11502551|10.5
11404294|12.8
11500735|7.6
99990130|10.9
11501837|8.2
11300185|3.4
99990160|20.0
11401723|9.2
99990156|10.6
11500160|13.7
11500400|9.4
11506448|7.6
11500840|7.4
11502623|1.3
99990049|10.0
11500192|7.6
11003071|7.3
11502255|4.1
99990055|8.5
11502711|11.5
11404364|16.7
11403873|9.1
99990172|10.4
11500050|5.8
11500943|6.9
99990140|7.2
99990209|2.9
11503413|2.9
11502499|15.3
99990090|10.5
11503884|12.6
11403523|9.3
11501734|8.9
99990168|9.6
11502228|4.3
11500584|6.9
11501544|8.3
99990143|16.2
11500153|9.6
99990169|12.3
99990158|14.1
11503602|8.5
99990205|14.4
11502714|0.0
99990080|0.5
11500218|7.8
99990094|14.5
11501062|4.1
99990218|11.7
11500795|8.7
99990150|0.0
11500386|7.0
11500516|8.3
11309930|11.6
11400703|7.7
11402853|15.7
99990124|9.5
11500473|14.5
11500769|11.1
11401110|9.6
99990057|5.7
11504029|10.7
11501814|5.8
99990105|4.5
11500200|11.1
99990114|15.5
11503912|10.3
11504716|20.0
11501809|13.8
11504450|7.8
11505212|12.0
99990213|11.0
99990030|17.2
11502348|10.8
99990200|7.6
11505667|13.0
11505033|12.7
11504656|4.5
11500325|15.8
11502200|16.6
11500811|6.2
11405377|10.5
11501925|13.7
11502354|16.4
11500323|13.1
11502933|8.1
11500636|5.5
11504266|10.8
11502526|5.9
11501733|10.7
11504315|12.9
11502729|13.5
11409157|10.0
11500407|9.4
11501740|11.6
99990066|9.5
11501579|11.5
11500372|6.7
11505964|17.1
99990110|2.1
11400037|12.9
11503970|12.4
11503210|17.4
11400152|10.8
99990149|9.5
11501757|10.9
11500788|15.4
99990015|8.2
99990171|15.9
11501464|7.2
11503011|9.8
11503089|9.3
11505397|3.3
11500056|12.9
11409168|11.9
11405126|12.4
11502154|11.1
99990166|11.2
99990087|9.4
11409866|20.0
99990062|11.8
11407133|5.6
11505404|7.6
11503823|6.6
11501504|15.4
11502491|10.4
11404625|12.6
11504165|13.5
11503201|17.0
11504874|16.4
11500436|8.8
11501153|8.8
99990183|17.4
99990145|3.9
11501251|9.5
11503497|13.7
99990210|9.1
99990053|9.8
99990117|16.7
11502081|6.0
99990035|10.3
11406938|11.4
11501735|8.7
11501388|15.3
11500488|16.7
11501514|13.2
11501684|15.2
11501115|14.6
99990142|8.6
11504085|3.9
11402716|17.9
99990092|14.3
11404180|11.2
11501648|9.8
11301866|9.8
11501731|9.4
11505186|8.1
11500188|9.1
11504475|10.0
11503156|14.9
11501223|2.8
11501007|12.2
11307310|9.5
99990108|3.6
11506226|8.4
99990007|12.9
99990034|8.8
11506066|6.3
11505507|16.7
11500395|14.5
11505533|17.2
99990020|8.4
11506188|2.1
11009513|6.9
11503337|12.9
11501092|9.1
11502781|10.8
99990009|12.8
99990068|7.6
11500602|14.2
11402615|9.4
11501415|12.2
11503545|9.2
11500462|11.4
11402133|5.9
99990023|8.3
99990128|16.1
11409216|10.9
11505125|10.5
11502776|13.0
